Indicator,S.No.,Parameters,Type,_Tamil Nadu,Ariyalur,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kancheepuram,Kanniyakumari,Karur,Krishnagiri,Madurai,Nagapattinam,Namakkal,Nilgiris,Perambalur,Pudukkottai,Ramanathapuram,Salem,Sivaganga,Thanjavur,Theni,Thiruvallur,Thiruvarur,Tiruchirappalli,Tirunelveli,Tirupur,Tiruvanamalai,Toothukudi,Vellore,Viluppuram,Virudhunagar
M19 [Other Items],19.3,Tab. Fluconazole,2. Stocks Received,462334,15150,0.0,0,19000.0,14400.0,1029,47400.0,51200.0,10267,,34700.0,800.0,0.0,24800.0,0,10400.0,57140,3500.0,43800.0,,35700,2330,3050.0,0,7000.0,46000,9100.0,,,12100,13000,468
M19 [Other Items],19.3,Tab. Fluconazole,3. Unusable Stock,1556,0,0.0,0,0.0,,0,,,140,,0.0,0.0,0.0,,0,300.0,0,0.0,0.0,,0,0,0.0,0,,0,39.0,,,0,0,1077
M19 [Other Items],19.3,Tab. Fluconazole,4. Stock Distributed,513462,18389,0.0,0,22869.0,14250.0,959,43200.0,51200.0,53402,,34700.0,440.0,0.0,24800.0,0,7700.0,59645,3000.0,42519.0,,31600,2924,2020.0,0,5800.0,67500,9071.0,,,10274,3800,3400
M19 [Other Items],19.3,Tab. Fluconazole,5. Total Stock,3666149,16298,0.0,0,9825.0,13900.0,4757,56700.0,0.0,32325,0.0,0.0,5820.0,0.0,0.0,0,10550.0,128279,8480.0,71668.0,0.0,63900,11850,8920.0,0,22600.0,3044000,52182.0,0.0,0.0,81701,9200,13194
M19 [Other Items],19.4,Blood Transfusion sets,1. Balance From Previous Month,354794,11703,546.0,0,145753.0,630.0,232,32128.0,,5830,,0.0,116.0,0.0,,0,14700.0,5716,8420.0,8270.0,,37154,11590,,0,820.0,0,1926.0,44496.0,,1725,0,23039
M19 [Other Items],19.4,Blood Transfusion sets,2. Stocks Received,173704,3035,0.0,0,14200.0,1000.0,0,9500.0,26660.0,1024,,5705.0,375.0,0.0,4600.0,0,3500.0,4080,2300.0,18620.0,,24000,1120,,0,340.0,0,1200.0,40569.0,,0,0,11876
M19 [Other Items],19.4,Blood Transfusion sets,3. Unusable Stock,3405,0,0.0,0,2260.0,,0,,,0,,0.0,1.0,0.0,,0,0.0,0,,0.0,,0,0,,0,,0,19.0,0.0,,0,0,1125
M19 [Other Items],19.4,Blood Transfusion sets,4. Stock Distributed,172133,3765,37.0,0,38933.0,1025.0,4,15368.0,26660.0,821,,5705.0,343.0,0.0,4600.0,0,2900.0,3167,2350.0,19750.0,,20362,878,,0,330.0,0,1167.0,15842.0,,300,0,7826
M19 [Other Items],19.4,Blood Transfusion sets,5. Total Stock,352960,10973,509.0,0,118760.0,605.0,228,26260.0,0.0,6033,0.0,0.0,147.0,0.0,0.0,0,15300.0,6629,8370.0,7140.0,0.0,40792,11832,0.0,0,830.0,0,1940.0,69223.0,0.0,1425,0,25964
M19 [Other Items],19.5,Gluteraldehyde 2%,1. Balance From Previous Month,468494,153,0.0,0,8838.0,390.0,9037,280.0,,124855,,0.0,39.0,0.0,,0,203.0,101134,458.0,201.0,,2372,447,,0,269.0,58359,145418.0,,,16041,0,0
M19 [Other Items],19.5,Gluteraldehyde 2%,2. Stocks Received,98082,289,0.0,0,7270.0,1540.0,1000,112.0,3900.0,29010,,139.0,170.0,0.0,410.0,0,76.0,26143,144.0,375.0,,548,125,,0,130.0,644,23550.0,,,2507,0,0
M19 [Other Items],19.5,Gluteraldehyde 2%,3. Unusable Stock,388,0,0.0,0,275.0,,0,,,0,,0.0,0.0,0.0,,0,0.0,0,,0.0,,0,0,,0,,0,113.0,,,0,0,0
M19 [Other Items],19.5,Gluteraldehyde 2%,4. Stock Distributed,114474,307,0.0,0,10552.0,1575.0,840,124.0,3900.0,40532,,139.0,173.0,0.0,410.0,0,78.0,22507,146.0,365.0,,320,83,,0,114.0,849,30143.0,,,1317,0,0
M19 [Other Items],19.5,Gluteraldehyde 2%,5. Total Stock,451714,135,0.0,0,5281.0,355.0,9197,268.0,0.0,113333,0.0,0.0,36.0,0.0,0.0,0,201.0,104770,456.0,211.0,0.0,2600,489,0.0,0,285.0,58154,138712.0,0.0,0.0,17231,0,0
M19 [Other Items],19.6,IFA tablets ( Adult),1. Balance From Previous Month,144594288,783005,15618245.0,95800,27621050.0,90150.0,10411238,2500000.0,,7315293,,0.0,4250475.0,0.0,0.0,0,9384724.0,3938565,10681100.0,2000432.0,,0,5000682,1770000.0,0,0.0,0,4728851.0,,37000.0,8114287,8319400,21933991
M19 [Other Items],19.6,IFA tablets ( Adult),2. Stocks Received,72701866,1044400,5801250.0,9310560,0.0,37000.0,4022546,5423500.0,5163500.0,2092409,,5186600.0,2422432.0,0.0,4065000.0,1482700,1216504.0,3832809,2550000.0,1448470.0,,0,1785280,895000.0,2862000,0.0,3548800,2633658.0,1943450.0,1296200.0,1617798,0,1020000
M19 [Other Items],19.6,IFA tablets ( Adult),3. Unusable Stock,98615,0,0.0,0,0.0,,1217,0.0,,87897,,0.0,0.0,0.0,,0,4400.0,0,0.0,0.0,,0,0,0.0,0,,0,1103.0,,0.0,0,0,3998
M19 [Other Items],19.6,IFA tablets ( Adult),4. Stock Distributed,79126455,1184050,5362178.0,9302360,767705.0,27050.0,1782850,7923500.0,5163500.0,2716122,,5186600.0,1641790.0,0.0,4065000.0,1482700,1452662.0,4187448,4032800.0,796559.0,,0,1318759,885000.0,2862000,0.0,0,1497018.0,1943450.0,1296200.0,2423478,8211100,1614576
M19 [Other Items],19.6,IFA tablets ( Adult),5. Total Stock,138071084,643355,16057317.0,104000,26853345.0,100100.0,12649717,0.0,0.0,6603683,0.0,0.0,5031117.0,0.0,0.0,0,9144166.0,3583926,9198300.0,2652343.0,0.0,0,5467203,1780000.0,0,0.0,3548800,5864388.0,0.0,37000.0,7308607,108300,21335417
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),1. Balance From Previous Month,204347190,889544,0.0,0,7786837.0,8000.0,19365480,,29451217.0,18432855,,0.0,53294489.0,9307945.0,0.0,0,3205591.0,1049800,0.0,1607690.0,,0,5539303,13491750.0,0,0.0,0,0.0,10385701.0,0.0,2088845,2975787,25466356
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),2. Stocks Received,60239954,420638,0.0,2220000,7109000.0,5983700.0,2371776,,6858780.0,3808021,1869050.0,0.0,6519600.0,2305018.0,2885480.0,1858150,1943350.0,1059894,0.0,2251427.0,372100.0,0,1770400,1118350.0,508170,0.0,0,0.0,3624200.0,963250.0,2419600,0,0
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),3. Unusable Stock,93991,0,0.0,0,0.0,0.0,755,,0.0,91886,,0.0,1170.0,0.0,,0,0.0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,0,0,180
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),4. Stock Distributed,54675687,404811,0.0,2220000,6987732.0,5985700.0,2988042,,4522594.0,4695174,,0.0,1932438.0,3809876.0,2870621.0,1858150,877340.0,1143323,0.0,2150127.0,372100.0,0,912100,1500000.0,508170,0.0,0,0.0,4941307.0,963250.0,2597186,87100,348546
M19 [Other Items],19.7,IFA - Blue ( Adolescent 10-19 yrs),5. Total Stock,209817466,905371,0.0,0,7908105.0,6000.0,18748459,0.0,31787403.0,17453816,1869050.0,0.0,57880481.0,7803087.0,14859.0,0,4271601.0,966371,0.0,1708990.0,0.0,0,6397603,13110100.0,0,0.0,0,0.0,9068594.0,0.0,1911259,2888687,25117630
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),1. Balance From Previous Month,56334131,196518,35108156.0,0,2002470.0,12600.0,871756,0.0,,4147600,1200796.0,0.0,75088.0,0.0,,0,588122.0,76100,84400.0,406618.0,,0,260020,0.0,3000,0.0,8000000,421084.0,1597458.0,0.0,416949,0,865396
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),2. Stocks Received,40682292,31800,1730000.0,0,2299580.0,20200.0,751073,2339200.0,2173600.0,2073800,1219400.0,1695100.0,159354.0,1761658.0,1757700.0,1439800,615000.0,409550,100000.0,1113580.0,1899300.0,0,335700,741000.0,1378000,0.0,8500000,1211600.0,1748850.0,1096200.0,1197247,0,884000
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),3. Unusable Stock,121,0,0.0,0,1.0,,120,,,0,,0.0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,,0.0,0,0,0
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),4. Stock Distributed,27686096,43051,1517363.0,0,693316.0,23200.0,411219,2339200.0,711360.0,180000,173394.0,1695100.0,138877.0,329626.0,1757700.0,1439800,138863.0,293565,99600.0,821935.0,1899300.0,0,245520,741000.0,1378000,0.0,7300000,1074969.0,260400.0,1096200.0,839048,0,44490
M19 [Other Items],19.8,IFA- Pink ( Junior 6-10 yrs),5. Total Stock,69330206,185267,35320793.0,0,3608733.0,9600.0,1211490,0.0,1462240.0,6041400,2246802.0,0.0,95565.0,1432032.0,0.0,0,1064259.0,192085,84800.0,698263.0,0.0,0,350200,0.0,3000,0.0,9200000,557715.0,3085908.0,0.0,775148,0,1704906
M19 [Other Items],19.9,IFA Syrup (Paediatric),1. Balance From Previous Month,19562596,3951,2703035.0,0,89339.0,0.0,745708,14379225.0,,413817,,0.0,165899.0,0.0,0.0,0,163647.0,38309,42421.0,74359.0,,0,61662,45600.0,0,0.0,0,81368.0,,0.0,46863,206354,301039
M19 [Other Items],19.9,IFA Syrup (Paediatric),2. Stocks Received,7404505,16276,637206.0,7400,7300.0,90400.0,49112,4678395.0,290400.0,74434,,141421.0,26577.0,81243.0,108400.0,0,27303.0,41800,36700.0,395221.0,117200.0,0,57210,22800.0,0,0.0,72701,47111.0,57100.0,68000.0,77795,119100,55900
M19 [Other Items],19.9,IFA Syrup (Paediatric),3. Unusable Stock,18787,0,0.0,0,0.0,0.0,750,0.0,,18021,,0.0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,,0.0,0,0,16
M19 [Other Items],19.9,IFA Syrup (Paediatric),4. Stock Distributed,4617040,17375,111815.0,7400,28168.0,90400.0,40261,2561256.0,290400.0,93216,,141421.0,72559.0,81243.0,108400.0,0,18160.0,36146,36697.0,168368.0,117200.0,0,54368,22800.0,0,0.0,0,40951.0,57100.0,68000.0,76396,232002,44938
M19 [Other Items],19.9,IFA Syrup (Paediatric),5. Total Stock,22331274,2852,3228426.0,0,68471.0,0.0,753809,16496364.0,0.0,377014,0.0,0.0,119917.0,0.0,0.0,0,172790.0,43963,42424.0,301212.0,0.0,0,64504,45600.0,0,0.0,72701,87528.0,0.0,0.0,48262,93452,311985
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),1. Balance From Previous Month,19224954,199640,0.0,0,74791.0,128000.0,766019,,,2268531,,0.0,175850.0,0.0,,0,52167.0,2792166,458594.0,289336.0,,0,11200,0.0,0,0.0,10649790,71412.0,759618.0,,213540,314300,0
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),2. Stocks Received,4814556,78095,0.0,0,69200.0,1730000.0,500,,,0,,178350.0,3000.0,0.0,,0,20605.0,1373500,30000.0,166655.0,,0,3950,2000.0,0,0.0,840000,16431.0,255650.0,,46620,0,0
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),3. Unusable Stock,15650,0,0.0,0,0.0,,650,,,0,,0.0,2000.0,0.0,,0,400.0,0,,0.0,,0,0,0.0,0,,0,0.0,12600.0,,0,0,0
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),4. Stock Distributed,5913403,77653,0.0,0,86858.0,1720500.0,3074,,,632004,,178350.0,12500.0,0.0,,0,14046.0,1512173,76563.0,183512.0,,0,3350,2000.0,0,0.0,1021829,16866.0,187995.0,,108130,76000,0
M19 [Other Items],19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),5. Total Stock,18110457,200082,0.0,0,57133.0,137500.0,762795,0.0,0.0,1636527,0.0,0.0,164350.0,0.0,0.0,0,58326.0,2653493,412031.0,272479.0,0.0,0,11800,0.0,0,0.0,10467961,70977.0,814673.0,0.0,152030,238300,0
M19 [Other Items],19.11,Vit A syrup,1. Balance From Previous Month,19087002,8778,11579600.0,242400,1056244.0,2000.0,2405719,783005.0,,1107431,,0.0,434083.0,0.0,0.0,0,171222.0,47463,0.0,142406.0,,0,443183,15825.0,100,27940.0,0,293326.0,55810.0,0.0,27235,5600,237632
M19 [Other Items],19.11,Vit A syrup,2. Stocks Received,5647269,32569,3098300.0,315042,529900.0,0.0,474309,84354.0,169250.0,154000,87050.0,1420.0,7750.0,3199.0,3600.0,1399,54760.0,16258,2700.0,12389.0,2799.0,0,200640,5495.0,2500,0.0,2789,71658.0,142500.0,2198.0,26041,0,142400
M19 [Other Items],19.11,Vit A syrup,3. Unusable Stock,84683,0,0.0,0,23382.0,0.0,22365,,,13353,,0.0,0.0,0.0,,0,8099.0,0,0.0,0.0,,0,0,327.0,0,,0,372.0,4021.0,0.0,0,0,12764
M19 [Other Items],19.11,Vit A syrup,4. Stock Distributed,5356855,32055,3246700.0,297342,502526.0,0.0,371799,127375.0,169250.0,150024,,1420.0,874.0,3199.0,3600.0,1399,41826.0,14911,2700.0,19544.0,2799.0,0,18728,4555.0,2500,0.0,0,60747.0,127317.0,2198.0,22592,3650,125225
M19 [Other Items],19.11,Vit A syrup,5. Total Stock,19292733,9292,11431200.0,260100,1060236.0,2000.0,2485864,739984.0,0.0,1098054,87050.0,0.0,440959.0,0.0,0.0,0,176057.0,48810,0.0,135251.0,0.0,0,625095,16438.0,100,27940.0,2789,303865.0,66972.0,0.0,30684,1950,242043
M19 [Other Items],19.12,ORS (New WHO),1. Balance From Previous Month,9047647,130785,856004.0,7900,4719.0,1100.0,862220,1463300.0,,496320,,0.0,52107.0,0.0,0.0,0,160126.0,400386,31105.0,309133.0,,742483,254285,826013.0,967,75500.0,100000,358762.0,862117.0,0.0,603483,15413,433419
M19 [Other Items],19.12,ORS (New WHO),2. Stocks Received,7567567,107063,316770.0,142800,1300.0,162019.0,339885,132400.0,120000.0,477920,15400.0,507020.0,18544.0,163208.0,265147.0,121421,62706.0,361044,6000.0,512582.0,94197.0,439900,91500,631382.0,1264117,53693.0,153900,193361.0,216348.0,218400.0,238107,0,139433
M19 [Other Items],19.12,ORS (New WHO),3. Unusable Stock,21846,0,0.0,0,0.0,,585,0.0,,15097,,0.0,0.0,0.0,0.0,0,617.0,0,0.0,0.0,,0,0,0.0,0,,0,500.0,4073.0,0.0,0,0,974
M19 [Other Items],19.12,ORS (New WHO),4. Stock Distributed,6795268,124684,338043.0,143100,2493.0,161919.0,237585,6460.0,120000.0,161751,,507020.0,10852.0,163208.0,265147.0,121421,54323.0,361562,8152.0,482549.0,94197.0,405393,90667,654986.0,1264117,44693.0,0,181198.0,196712.0,218400.0,235156,413,139067
M19 [Other Items],19.12,ORS (New WHO),5. Total Stock,9661894,118132,834731.0,7600,3526.0,1000.0,963935,1568074.0,0.0,797392,15400.0,0.0,59781.0,0.0,0.0,0,178262.0,399868,28946.0,309012.0,,776990,255119,802409.0,967,84500.0,153900,370425.0,877680.0,0.0,606434,15000,432811
M19 [Other Items],19.13,RTI /STI colour coded syndromic kits ( I to VII),1. Balance From Previous Month,676114,29965,0.0,0,321.0,98750.0,0,3204.0,,3093,,0.0,43980.0,0.0,,0,0.0,1823,,0.0,,0,31000,,0,0.0,0,10749.0,453229.0,,0,0,0
M19 [Other Items],19.13,RTI /STI colour coded syndromic kits ( I to VII),2. Stocks Received,145338,578,0.0,0,270.0,1200.0,0,500.0,,1046,,0.0,126900.0,0.0,400.0,0,0.0,1594,,0.0,,0,10500,,0,0.0,0,2050.0,300.0,,0,0,0
M19 [Other Items],19.13,RTI /STI colour coded syndromic kits ( I to VII),3. Unusable Stock,126,0,0.0,0,0.0,,0,0.0,,0,,0.0,0.0,0.0,,0,0.0,0,,0.0,,0,0,,0,,0,126.0,0.0,,0,0,0
M19 [Other Items],19.13,RTI /STI colour coded syndromic kits ( I to VII),4. Stock Distributed,151687,1915,0.0,0,353.0,4900.0,0,628.0,,182,,0.0,131730.0,0.0,400.0,0,0.0,1106,,0.0,,0,4550,,0,0.0,0,4755.0,1168.0,,0,0,0
M19 [Other Items],19.13,RTI /STI colour coded syndromic kits ( I to VII),5. Total Stock,669386,28384,0.0,0,238.0,95050.0,0,3076.0,,3957,,0.0,39150.0,0.0,,0,0.0,2311,,0.0,,0,36950,,0,0.0,0,7909.0,452361.0,,0,0,0
M19 [Other Items],19.14,Zinc 20 mg tablet,1. Balance From Previous Month,23826597,137212,151900.0,0,956029.0,13800.0,7087319,4510152.0,,1169173,,0.0,372150.0,0.0,,0,121060.0,290726,1517000.0,342259.0,,2600300,942200,221370.0,100,7500.0,150000,756409.0,,,445514,0,2034424
M19 [Other Items],19.14,Zinc 20 mg tablet,2. Stocks Received,9222977,97250,92200.0,447580,0.0,189100.0,444467,610000.0,10000.0,365581,,30600.0,970320.0,491000.0,193400.0,149100,104900.0,211510,480000.0,250206.0,442700.0,702000,202300,698020.0,351400,341250.0,343000,107700.0,29000.0,280700.0,215263,0,372430
M19 [Other Items],19.14,Zinc 20 mg tablet,3. Unusable Stock,68147,0,0.0,0,0.0,,50146,0.0,,7511,,0.0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0,0.0,0,,0,412.0,0.0,0.0,0,0,10078
M19 [Other Items],19.14,Zinc 20 mg tablet,4. Stock Distributed,6988711,80879,45221.0,447580,20137.0,189300.0,187365,10016.0,10000.0,135245,,29100.0,882080.0,491000.0,193400.0,47300,107132.0,179078,486500.0,234781.0,442700.0,610850,195194,403850.0,351400,338350.0,0,73814.0,29000.0,280700.0,191635,0,295104
M19 [Other Items],19.14,Zinc 20 mg tablet,5. Total Stock,25343147,123133,198879.0,0,935892.0,13600.0,7294275,5110136.0,0.0,1391998,,0.0,468450.0,0.0,,0,118828.0,323158,1510500.0,396484.0,,2691450,539628,515540.0,100,10400.0,343000,789882.0,,0.0,466142,0,2101672
M19 [Other Items],19.15,Albendazole 400 mg tablet,1. Balance From Previous Month,69584150,318419,4373912.0,274500,230269.0,19305300.0,10975695,3819540.0,446828.0,3556888,,0.0,1181762.0,0.0,,0,343664.0,679994,615376.0,1151859.0,0.0,4282320,3650721,6382525.0,0,27000.0,502300,2106708.0,,1000.0,963421,1875541,2518608
M19 [Other Items],19.15,Albendazole 400 mg tablet,2. Stocks Received,24173678,108740,1549929.0,3286299,944900.0,424000.0,813271,88020.0,800000.0,1027230,72600.0,1701930.0,506678.0,886180.0,352500.0,605000,278056.0,359920,100000.0,445310.0,928870.0,1192000,438415,1947630.0,400000,45000.0,598800,1309800.0,125854.0,880600.0,504646,623000,828500
M19 [Other Items],19.15,Albendazole 400 mg tablet,3. Unusable Stock,48747,0,0.0,0,0.0,,1260,0.0,0.0,40869,,0.0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0,0.0,0,,0,6000.0,,0.0,0,0,618
M19 [Other Items],19.15,Albendazole 400 mg tablet,4. Stock Distributed,27757673,130172,965369.0,3286299,945432.0,6876000.0,717206,1293140.0,693603.0,736533,,1701930.0,438441.0,886180.0,352500.0,605000,158533.0,264888,144770.0,448446.0,928870.0,692545,254648,951098.0,0,14900.0,0,1143434.0,125854.0,881600.0,492801,836655,790826
M19 [Other Items],19.15,Albendazole 400 mg tablet,5. Total Stock,70722111,296987,4958472.0,27500,229737.0,18973300.0,11070500,4145420.0,553225.0,3806716,72600.0,0.0,1228699.0,0.0,,0,462687.0,775026,570606.0,1145923.0,,4781775,2138988,7369057.0,0,57100.0,598800,2267077.0,,0.0,975266,1660986,2555664
M19 [Other Items],19.16,Calcium Tablets,1. Balance From Previous Month,112009732,491682,971000.0,0,336638.0,40700.0,1192391,703760.0,,3182393,,0.0,0.0,0.0,,0,3179396.0,4986210,1600506.0,3921340.0,,13678670,2530830,2558760.0,1065600,1215000.0,0,5935870.0,47948777.0,0.0,14359236,1869600,241373
M19 [Other Items],19.16,Calcium Tablets,2. Stocks Received,45122177,983760,180000.0,960000,562000.0,208000.0,502350,3018.0,307000.0,508500,,2218700.0,2636500.0,578500.0,2113500.0,398700,1155687.0,5392954,480000.0,5462546.0,,3537300,667700,3605700.0,259200,1100000.0,100000,837000.0,2023950.0,539000.0,6100430,1560000,140182
M19 [Other Items],19.16,Calcium Tablets,3. Unusable Stock,42617,0,0.0,0,0.0,,0,0.0,0.0,30903,,0.0,0.0,0.0,,0,500.0,0,0.0,0.0,,0,0,0.0,0,,0,216.0,10011.0,0.0,0,0,987
M19 [Other Items],19.16,Calcium Tablets,4. Stock Distributed,41523090,1010378,34200.0,960000,613663.0,205900.0,225003,431940.0,307000.0,582622,,2218700.0,0.0,578500.0,2113500.0,398700,1169818.0,5518463,1124800.0,5309413.0,,5026130,805956,2784455.0,259200,730000.0,0,540474.0,2502491.0,539000.0,3740858,1671900,120026
M19 [Other Items],19.16,Calcium Tablets,5. Total Stock,115391972,316434,1116800.0,0,284975.0,42800.0,1469738,274838.0,0.0,3077368,,0.0,2636500.0,0.0,,0,3006995.0,4860701,1423706.0,3780543.0,,12189840,5042574,3380005.0,1065600,1585000.0,100000,6232180.0,47460225.0,0.0,14026908,1757700,260542
M20 [Syringes],20.1,Syringes - 0.1 ml (AD),1. Balance From Previous Month,4421827,190398,184438.0,245700,188234.0,64780.0,111179,23500.0,82150.0,148632,14800.0,57360.0,460800.0,107880.0,122650.0,100116,68835.0,294124,59550.0,168060.0,18790.0,34090,136632,253482.0,18700,169600.0,233000,230684.0,218544.0,12470.0,100676,42095,259878
M20 [Syringes],20.1,Syringes - 0.1 ml (AD),2. Stocks Received,1991255,0,131375.0,99800,81500.0,48750.0,47350,36700.0,129300.0,89419,21200.0,68200.0,124800.0,20100.0,25100.0,7900,13411.0,42198,33100.0,107400.0,45600.0,73200,30000,62900.0,36800,116100.0,151870,62807.0,26300.0,37100.0,113900,74375,32700
M20 [Syringes],20.1,Syringes - 0.1 ml (AD),3. Unusable Stock,64191,1503,0.0,0,5921.0,,2451,,0.0,6083,,0.0,,9085.0,,1130,4620.0,4293,0.0,,0.0,0,2510,8231.0,0,,0,9155.0,2067.0,,0,0,7142
M20 [Syringes],20.1,Syringes - 0.1 ml (AD),4. Stock Distributed,2075467,14266,152903.0,102400,61441.0,60850.0,42042,35650.0,109450.0,41650,21200.0,73030.0,187900.0,29700.0,39100.0,11886,15505.0,39680,41600.0,137230.0,46640.0,73760,31392,58627.0,32650,150900.0,140870,49279.0,19591.0,29600.0,103700,75400,45575
M20 [Syringes],20.1,Syringes - 0.1 ml (AD),5. Total Stock,4273424,174629,162910.0,243100,202372.0,52680.0,114036,24550.0,102000.0,190318,14800.0,52530.0,397700.0,89195.0,108650.0,95000,62121.0,292349,51050.0,138230.0,17750.0,33530,132730,249524.0,22850,134800.0,244000,235057.0,223186.0,19970.0,110876,41070,239861
M20 [Syringes],20.2,Syringes - 0.5 ml (AD),1. Balance From Previous Month,67471705,1180208,8511329.0,4157060,438328.0,1463630.0,455066,599400.0,1481000.0,1455980,1154185.0,828350.0,3963392.0,1911300.0,716850.0,729704,1125792.0,1654858,445960.0,3090000.0,819200.0,517550,976709,2865104.0,528600,3828500.0,15492300,2236518.0,1214592.0,74800.0,1050383,429650,2075407
M20 [Syringes],20.2,Syringes - 0.5 ml (AD),2. Stocks Received,12007726,0,1358237.0,571600,433675.0,419660.0,202820,117000.0,716650.0,428024,139150.0,345800.0,745800.0,40000.0,250700.0,17000,53348.0,311132,135100.0,679400.0,293000.0,292800,29000,347000.0,185000,883200.0,879700,349730.0,118200.0,130000.0,395800,878300,260900
M20 [Syringes],20.2,Syringes - 0.5 ml (AD),3. Unusable Stock,167438,4986,0.0,0,23626.0,,4378,,0.0,25464,,0.0,,20000.0,,1923,12948.0,10799,0.0,,0.0,0,7284,19023.0,0,,0,17757.0,6408.0,,0,0,12842
M20 [Syringes],20.2,Syringes - 0.5 ml (AD),4. Stock Distributed,11931976,78114,736833.0,1383040,382738.0,388740.0,170940,149850.0,487700.0,191843,136167.0,324600.0,881274.0,165300.0,269300.0,50719,92890.0,232910,110202.0,596000.0,173500.0,372700,123186,322636.0,180500,1123400.0,754400,246131.0,134095.0,160550.0,498965,781860,230893
M20 [Syringes],20.2,Syringes - 0.5 ml (AD),5. Total Stock,67380017,1097108,9132733.0,3345620,465639.0,1494550.0,482568,566550.0,1709950.0,1666697,1157168.0,849550.0,3827918.0,1766000.0,698250.0,694062,1073302.0,1722281,470858.0,3173400.0,938700.0,437650,875239,2870445.0,533100,3588300.0,15617600,2322360.0,1192289.0,44250.0,947218,526090,2092572
M20 [Syringes],20.3,Syringes - 5.0 ml (Disposable),1. Balance From Previous Month,4559769,116744,967968.0,102480,120649.0,24400.0,129383,17100.0,27950.0,284944,13120.0,37000.0,203656.0,9000.0,47560.0,263832,56814.0,220219,26440.0,91000.0,16130.0,27035,312353,304311.0,15800,306700.0,159400,209280.0,202678.0,3475.0,41231,136570,64547
M20 [Syringes],20.3,Syringes - 5.0 ml (Disposable),2. Stocks Received,1093029,0,124450.0,64300,29400.0,7800.0,9600,12400.0,28700.0,79613,15200.0,10500.0,140500.0,14900.0,8100.0,15400,10864.0,22680,6000.0,15800.0,10200.0,44000,5900,32200.0,18600,148100.0,52200,21717.0,12800.0,5700.0,22000,70100,33305
M20 [Syringes],20.3,Syringes - 5.0 ml (Disposable),3. Unusable Stock,21527,581,0.0,0,5164.0,,677,,0.0,3466,0.0,0.0,,1800.0,,304,854.0,1783,0.0,0.0,0.0,0,674,2098.0,0,,0,1870.0,622.0,,0,0,1634
M20 [Syringes],20.3,Syringes - 5.0 ml (Disposable),4. Stock Distributed,853539,7027,121823.0,45555,25876.0,16650.0,8290,8400.0,22350.0,24186,13960.0,18400.0,97682.0,13000.0,12200.0,5382,6964.0,19432,3500.0,25850.0,10350.0,35140,5635,32283.0,16400,91600.0,45500,15090.0,11243.0,7535.0,14925,54515,16796
M20 [Syringes],20.3,Syringes - 5.0 ml (Disposable),5. Total Stock,4777732,109136,970595.0,121225,119009.0,15550.0,130016,21100.0,34300.0,336905,14360.0,29100.0,246474.0,9100.0,43460.0,273546,59860.0,221684,28940.0,80950.0,15980.0,35895,311944,302130.0,18000,363200.0,166100,214037.0,203613.0,1640.0,48306,152155,79422
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.1,Number of newborn screened for defects at birth (as per RBSK),TOTAL,262082,4429,35452.0,1343,4986.0,3302.0,3309,6147.0,14973.0,5164,1415.0,4784.0,5194.0,5533.0,4483.0,3683,8188.0,7885,5141.0,8319.0,13292.0,10051,4278,12404.0,598,3507.0,6153,3237.0,7139.0,6722.0,25342,24777,10852
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.2,Number of children (6 month to 6 years) screened by RBSK mobile health teams at Anganwadi center,TOTAL,4290057,42543,63064.0,63285,75958.0,108967.0,147621,158510.0,266299.0,97950,61301.0,144615.0,208051.0,125586.0,107295.0,46991,58413.0,96769,118816.0,211458.0,129872.0,105207,54401,172274.0,78651,125806.0,204360,123892.0,250594.0,80328.0,263995,353024,144161
