Indicator,S.No.,Parameters,Type,_Tamil Nadu,Ariyalur,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kancheepuram,Kanniyakumari,Karur,Krishnagiri,Madurai,Nagapattinam,Namakkal,Nilgiris,Perambalur,Pudukkottai,Ramanathapuram,Salem,Sivaganga,Thanjavur,Theni,Thiruvallur,Thiruvarur,Tiruchirappalli,Tirunelveli,Tirupur,Tiruvanamalai,Toothukudi,Vellore,Viluppuram,Virudhunagar
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,482,0,56.0,4,3.0,18.0,11,5.0,23.0,11,6.0,4.0,41.0,0.0,5.0,3,2.0,14,9.0,24.0,8.0,19,5,18.0,0,22.0,36,0.0,19.0,22.0,57,14,23
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,2,0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,519352,9264,44346.0,38749,22623.0,18310.0,20936,7306.0,27101.0,18597,4745.0,14480.0,38344.0,7564.0,7114.0,4218,4650.0,9157,8147.0,18084.0,9850.0,19679,10994,15325.0,8279,15885.0,13695,10923.0,14119.0,10115.0,28059,26226,12468
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,823209,9261,79824.0,40162,27018.0,19043.0,22218,21260.0,39117.0,19694,9172.0,23813.0,39458.0,15981.0,17056.0,5935,6763.0,20404,19004.0,44071.0,14064.0,32253,12940,28524.0,13296,30854.0,33312,22702.0,27602.0,17596.0,46300,43312,21200
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,796491,9406,69540.0,37576,28349.0,20132.0,21649,20437.0,38064.0,19416,10250.0,22261.0,39968.0,16237.0,15910.0,5949,6894.0,19690,17118.0,43182.0,15239.0,25047,12831,26805.0,14519,29906.0,32946,24870.0,29225.0,17039.0,45034,42148,18854
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,785835,9310,69448.0,37446,27800.0,19861.0,21520,20205.0,37239.0,19515,10168.0,21846.0,39320.0,15914.0,15571.0,5918,6667.0,18956,16916.0,43041.0,14970.0,24660,12425,26525.0,14425,29419.0,32588,24724.0,28598.0,16901.0,44113,41068,18758
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,780379,9247,70456.0,37187,27491.0,19861.0,21519,20100.0,36971.0,19350,9844.0,21801.0,38875.0,15463.0,15619.0,5920,6450.0,18536,16600.0,42805.0,14864.0,24175,12135,26147.0,14355,29024.0,32404,24644.0,28595.0,16769.0,43570,40840,18762
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,820917,9261,79098.0,40202,26378.0,19036.0,22218,21167.0,39254.0,19659,9055.0,23728.0,39458.0,15976.0,17054.0,5828,6751.0,20304,18819.0,44046.0,14097.0,32208,12941,28606.0,13243,30413.0,33479,22702.0,27413.0,17595.0,46308,43443,21177
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,798024,9408,69788.0,37668,28430.0,20216.0,21833,19600.0,38475.0,19420,10271.0,22288.0,40029.0,16278.0,15910.0,6029,6894.0,19805,17114.0,43233.0,15240.0,25064,12819,26911.0,14616,29982.0,32988,24870.0,29284.0,17090.0,45113,42512,18846
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,786982,9321,69585.0,37656,27905.0,19908.0,21699,19173.0,37578.0,19515,10168.0,21868.0,39270.0,15913.0,15574.0,5967,6667.0,19169,16905.0,42944.0,15038.0,24583,12449,26604.0,14564,29531.0,32548,24720.0,28639.0,16962.0,44328,41476,18755
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,781667,9350,70505.0,37312,27876.0,19939.0,21690,19059.0,37264.0,19347,9884.0,21805.0,38943.0,15509.0,15616.0,5946,6450.0,18633,16695.0,42790.0,14897.0,24275,12159,26231.0,14348,29139.0,32387,24643.0,28622.0,16783.0,43741,41058,18771
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,802929,9278,78637.0,39958,25798.0,19013.0,22218,16070.0,37911.0,19101,9095.0,23444.0,39458.0,15820.0,17057.0,5532,6625.0,19997,18595.0,40931.0,13264.0,32338,12810,28254.0,13030,28543.0,32915,22622.0,26892.0,17527.0,46140,42681,21375
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,744054,9256,57677.0,33888,27370.0,19111.0,20905,17827.0,36764.0,19413,9338.0,21046.0,35456.0,15166.0,14390.0,5758,6728.0,19418,16144.0,40450.0,14937.0,24339,12441,25517.0,13932,26300.0,29843,24879.0,28589.0,15702.0,41067,41870,18533
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,728845,9143,59524.0,33858,26484.0,18678.0,20715,17648.0,35806.0,19324,9040.0,20678.0,34406.0,14586.0,14106.0,5630,6258.0,18254,15517.0,38638.0,14577.0,23611,11867,24789.0,13841,25540.0,29551,24632.0,27853.0,15514.0,39868,40523,18386
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,716579,8487,57395.0,33593,26172.0,17529.0,20621,17660.0,35976.0,19309,9276.0,18911.0,34826.0,15212.0,13938.0,5255,6224.0,18462,15410.0,36670.0,14955.0,23726,12286,25426.0,13537,25067.0,29016,21871.0,28133.0,14991.0,38911,39276,18458
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,704467,8310,57737.0,33659,25417.0,16897.0,20388,17499.0,35095.0,19387,9230.0,18115.0,33937.0,14984.0,13563.0,5246,5922.0,17703,15178.0,36060.0,14756.0,23264,11874,25177.0,13514,24721.0,28594,21769.0,27415.0,14934.0,37977,37868,18277
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,699534,8244,59010.0,33410,25154.0,16849.0,20276,17389.0,34977.0,19229,8893.0,17988.0,33550.0,14521.0,13717.0,5257,5798.0,17340,14796.0,36019.0,14564.0,22949,11613,24773.0,13349,24429.0,28334,21797.0,27268.0,14777.0,37572,37423,18269
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,787105,9364,66106.0,38051,27196.0,19004.0,20751,20542.0,43806.0,19352,10006.0,21519.0,36724.0,15961.0,14840.0,5979,6521.0,18957,15616.0,39722.0,15009.0,24431,12031,30358.0,14539,27936.0,32801,29402.0,29019.0,15593.0,43024,43818,19127
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,3665,0,0.0,233,17.0,10.0,134,0.0,244.0,0,105.0,0.0,1579.0,4.0,107.0,0,0.0,30,935.0,26.0,0.0,51,3,56.0,0,0.0,0,0.0,0.0,0.0,131,0,0
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,303958,9463,4725.0,396,27534.0,47.0,124,3.0,124.0,6,10245.0,0.0,37026.0,0.0,40.0,13,6546.0,19179,0.0,106.0,55.0,24112,26,30317.0,14541,29276.0,0,0.0,29091.0,333.0,0,41888,18742
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,405579,4931,35760.0,20218,14597.0,10578.0,11168,10785.0,17340.0,10042,5068.0,11441.0,20914.0,7993.0,8227.0,2960,3422.0,10717,8434.0,22121.0,7665.0,11703,6816,14257.0,7333,14721.0,16850,13160.0,15045.0,8655.0,21770,21454,9434
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,374568,4558,34934.0,18941,13291.0,9294.0,10352,9576.0,15474.0,9302,4773.0,10027.0,19091.0,7439.0,7353.0,2683,3140.0,9671,8007.0,19923.0,6874.0,11025,6143,13548.0,6967,13679.0,15656,12058.0,13581.0,8068.0,20338,19372,9430
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,211379,1202,67034.0,15641,4066.0,909.0,2233,2442.0,10654.0,289,1560.0,1637.0,18595.0,1059.0,2916.0,1373,0.0,3785,1757.0,9938.0,1620.0,9238,2490,5010.0,2289,9798.0,5685,9301.0,2830.0,4084.0,5244,3043,3657
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,3690,656,0.0,9,0.0,0.0,0,3.0,603.0,0,1.0,0.0,1078.0,1.0,121.0,0,0.0,44,0.0,13.0,0.0,865,0,0.0,97,55.0,0,0.0,76.0,0.0,68,0,0
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,20476,933,0.0,54,150.0,0.0,0,0.0,0.0,0,1.0,0.0,13359.0,0.0,51.0,0,0.0,710,0.0,0.0,0.0,4214,0,22.0,172,298.0,0,0.0,87.0,0.0,0,425,0
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,512715,6332,62030.0,23083,14421.0,13716.0,14179,15639.0,21473.0,19247,3247.0,12006.0,23954.0,10141.0,11592.0,2583,4747.0,14953,11919.0,16291.0,13081.0,15030,9518,21726.0,5253,20966.0,22682,22508.0,12694.0,11364.0,28933,21270,6137
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,3365,0,0.0,368,89.0,10.0,24,0.0,45.0,0,69.0,0.0,520.0,48.0,656.0,0,0.0,42,922.0,30.0,0.0,59,18,48.0,0,121.0,69,0.0,0.0,0.0,0,227,0
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,781471,9206,70284.0,37977,27652.0,19644.0,21877,19356.0,38578.0,19647,9531.0,21400.0,39343.0,15607.0,15261.0,6361,6472.0,18861,16769.0,41718.0,14725.0,24149,12043,27489.0,14389,29177.0,31678,24262.0,28462.0,17153.0,41828,41840,18732
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,781547,9222,70235.0,37875,27636.0,19694.0,21948,19297.0,38674.0,19649,9524.0,21399.0,39243.0,15627.0,15264.0,6391,6476.0,18930,16752.0,41671.0,14752.0,24171,12019,27446.0,14406,29242.0,31719,24262.0,28463.0,17133.0,41704,41896,18827
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,71088,242,20766.0,6438,1100.0,334.0,852,1173.0,4158.0,325,89.0,1.0,6886.0,721.0,53.0,488,3.0,774,3117.0,3365.0,1734.0,1359,688,1860.0,1372,4720.0,1750,64.0,344.0,1759.0,1898,1926,729
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,292343,9110,4014.0,190,26616.0,101.0,39,19.0,89.0,0,9079.0,0.0,36020.0,10.0,0.0,32,6405.0,18718,1.0,54.0,6.0,23862,12,27007.0,14082,28197.0,0,9.0,28211.0,0.0,6,41802,18652
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,208,12,77.0,0,1.0,0.0,0,0.0,0.0,2,8.0,0.0,50.0,0.0,0.0,0,0.0,4,0.0,0.0,0.0,54,0,0.0,0,0.0,0,0.0,0.0,,0,0,0
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,1208655,11670,83280.0,44303,49713.0,27312.0,32977,29519.0,71363.0,37865,15442.0,36751.0,50028.0,20848.0,31073.0,10413,8464.0,29789,28944.0,53677.0,25193.0,36252,17213,53492.0,20928,50492.0,54462,42369.0,41854.0,26664.0,76721,59824,29760
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,1039814,12649,70184.0,39833,34188.0,23553.0,30454,24719.0,59698.0,31164,14757.0,27791.0,34748.0,19865.0,24970.0,10690,9032.0,26638,24644.0,53306.0,25664.0,33572,10319,42578.0,18950,43007.0,49058,31204.0,40413.0,23428.0,64326,57279,27133
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,985427,10174,65402.0,36983,34007.0,24483.0,26646,24072.0,58125.0,32373,13752.0,25340.0,28090.0,19156.0,25767.0,10736,9512.0,26299,21453.0,49288.0,21978.0,35187,8578,42594.0,17878,37783.0,44382,29348.0,38002.0,25714.0,60789,55426,26110
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,11,0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,3
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,10,0,6.0,0,0.0,0.0,0,0.0,2.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,0
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,201,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,77.0,0.0,0.0,0,0.0,119,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,2,0,3
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,415315,5808,15014.0,15970,15435.0,9584.0,13155,14786.0,16505.0,11532,6475.0,10889.0,17189.0,11400.0,10754.0,8358,3983.0,10214,13386.0,19407.0,11049.0,14264,7113,11798.0,8654,13808.0,17008,10687.0,18706.0,11314.0,23429,25952,11689
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,409574,5816,15360.0,15577,14767.0,9519.0,13028,14758.0,16639.0,11457,6455.0,10913.0,16199.0,11160.0,10712.0,8038,3982.0,10254,13279.0,20110.0,11389.0,13848,6855,11671.0,8457,13274.0,16631,10610.0,17081.0,11281.0,23344,25592,11518
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,26835,245,0.0,781,913.0,1061.0,858,403.0,854.0,497,96.0,1361.0,356.0,644.0,318.0,3808,299.0,1024,1011.0,1201.0,417.0,623,407,481.0,310,581.0,1426,151.0,1495.0,965.0,1496,2672,81
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,546394,5553,85438.0,31269,13184.0,12583.0,13033,10497.0,19304.0,11288,6670.0,12156.0,31046.0,8531.0,8106.0,2164,4022.0,10768,7793.0,22085.0,8688.0,12014,5819,12915.0,9522,14007.0,14827,9808.0,18259.0,6737.0,85110,24145,9053
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,595603,6185,140331.0,25678,17004.0,13089.0,18448,14810.0,32355.0,12163,8469.0,13509.0,16241.0,9533.0,13391.0,2581,5025.0,12021,8819.0,26952.0,9711.0,15379,6650,14805.0,7084,15901.0,16798,11722.0,20050.0,7544.0,31537,31935,9883
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,627851,5688,137542.0,31979,18389.0,21802.0,18593,17828.0,33339.0,13008,7844.0,14757.0,16746.0,9101.0,12162.0,3962,4620.0,12837,8895.0,24438.0,9776.0,17762,6703,15071.0,13775,15515.0,20485,12576.0,17881.0,9936.0,32672,31211,10958
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,2190724,69033,7454.0,87130,56837.0,43574.0,60957,147794.0,190956.0,85134,35501.0,162455.0,106292.0,44869.0,47650.0,32023,31815.0,85781,38826.0,82265.0,7021.0,67661,52886,65518.0,43553,55217.0,54481,50506.0,67060.0,46033.0,81587,132822,50033
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,970246,1140,658302.0,33526,270.0,0.0,0,5080.0,8081.0,0,0.0,2.0,32842.0,0.0,264.0,0,0.0,1,0.0,436.0,0.0,39657,0,0.0,0,0.0,0,3027.0,,,2524,185094,0
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,162,2,2.0,1,0.0,0.0,0,73.0,1.0,0,0.0,0.0,57.0,0.0,23.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,,,0,3,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,6576,0,2344.0,36,472.0,7.0,386,68.0,40.0,29,88.0,103.0,162.0,35.0,102.0,30,41.0,32,846.0,77.0,147.0,18,11,124.0,4,193.0,56,223.0,247.0,69.0,234,160,192
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,3743,0,154.0,54,342.0,0.0,15,49.0,107.0,4,134.0,19.0,315.0,51.0,117.0,32,74.0,49,411.0,8.0,51.0,13,8,203.0,152,258.0,376,71.0,257.0,12.0,143,183,81
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,3134,0,1401.0,85,39.0,28.0,150,122.0,78.0,25,124.0,31.0,63.0,77.0,45.0,35,0.0,45,286.0,5.0,42.0,1,43,22.0,41,30.0,64,2.0,116.0,22.0,70,35,7
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,170,0,71.0,0,2.0,0.0,2,0.0,0.0,0,2.0,2.0,8.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0,0,0,0.0,0,23.0,0,7.0,4.0,0.0,1,3,43
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,8,0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.0,0,0.0,0.0,1.0,0,1,1
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,228,7,74.0,3,9.0,25.0,0,0.0,0.0,0,0.0,0.0,1.0,18.0,0.0,0,1.0,25,0.0,0.0,4.0,0,0,2.0,3,35.0,10,8.0,0.0,0.0,0,1,2
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,461,42,196.0,10,11.0,4.0,9,0.0,7.0,0,0.0,0.0,23.0,4.0,11.0,0,0.0,5,0.0,9.0,4.0,1,4,29.0,10,22.0,0,6.0,43.0,6.0,1,4,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,570590,8423,6131.0,26623,14409.0,20191.0,19572,16574.0,43222.0,9650,11491.0,17638.0,19353.0,14517.0,18810.0,4871,6401.0,11711,18724.0,25868.0,9411.0,11912,13830,19857.0,11216,32394.0,16057,13833.0,39309.0,11792.0,37317,25849,13634
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,23705,15,933.0,271,292.0,375.0,234,336.0,1819.0,74,254.0,765.0,477.0,4891.0,970.0,73,416.0,435,784.0,422.0,271.0,138,359,2205.0,323,696.0,543,292.0,702.0,309.0,303,3270,458
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,689965,14311,31522.0,10876,36093.0,19287.0,13735,11092.0,29744.0,9239,6986.0,5904.0,29033.0,48010.0,18363.0,9702,10705.0,25142,19277.0,35186.0,9950.0,12334,7901,40795.0,25745,23244.0,19562,13216.0,43055.0,13227.0,45591,36953,14185
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,867,0,237.0,2,0.0,2.0,56,31.0,0.0,0,39.0,6.0,3.0,19.0,178.0,0,89.0,2,21.0,0.0,3.0,20,0,6.0,30,52.0,1,44.0,13.0,13.0,0,0,0
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,4471551,78604,90050.0,66935,135110.0,90045.0,116195,147532.0,189306.0,154575,67009.0,100295.0,120474.0,99255.0,157070.0,25408,58148.0,123715,123476.0,310497.0,105990.0,215766,70817,138520.0,125649,131418.0,136155,221346.0,215518.0,94467.0,310079,351701,100426
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,368,0,31.0,0,4.0,4.0,13,0.0,44.0,103,0.0,0.0,10.0,0.0,5.0,0,1.0,0,11.0,4.0,0.0,2,0,28.0,0,0.0,14,1.0,15.0,6.0,20,49,3
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,24,0,4.0,0,1.0,0.0,3,0.0,0.0,8,0.0,0.0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,3.0,0.0,3,0,0
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,12600,0,0.0,399,0.0,3401.0,7,0.0,0.0,89,0.0,0.0,0.0,0.0,7779.0,0,0.0,925,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,33,0,0.0,0,0.0,0.0,7,0.0,0.0,4,0.0,0.0,0.0,0.0,22.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,2,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,1306,0,916.0,3,0.0,0.0,0,0.0,354.0,0,0.0,8.0,7.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0,0.0,14,1.0,0,0.0,0.0,2.0,0,0,0
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,1757,0,76.0,0,0.0,1.0,7,71.0,100.0,6,34.0,39.0,0.0,62.0,49.0,2,28.0,5,70.0,5.0,118.0,3,1,565.0,4,40.0,180,0.0,11.0,39.0,241,0,0
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,70,0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,0.0,0.0,4.0,0,63,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,5,0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,0.0,0.0,0.0,0,2,0
